GeneName	Responder1	Responder2	Responder3	Responder4	NonResponder1	NonResponder2	NonResponder3	NonResponder4
PRMT3	-1.23227	0.20899844	0.1468246	-0.082188845	0.082188845	0.2851007	-0.83970904	-0.40006423
PRMT5	-1.2790301	-0.33663535	-0.018803835	-0.34228063	0.5798185	0.8813932	0.018803835	0.81755996
PRMT6	0.18955326	-0.10198879	-0.22273922	-0.3845358	0.10198879	0.2920847	-0.45313978	0.7011843
PRMT7	-0.33915806	0.43646383	-0.8142605	-0.3617859	0.33915806	0.61578655	-0.4564786	0.7655611
PRMT8	2.0012946	3.234806	-0.9149413	-0.225811	-0.7018428	-0.60136604	0.27812338	0.225811
PRND	1.9114695	3.4084458	-0.78690815	-0.13876057	-0.7067976	-0.5289507	0.16873884	0.13876057
PRNP	0.29355264	-3.3439004	-6.38622	-7.787424	1.5759451	1.1498473	-0.29355264	0.46624494
PRNT	1.883245	3.213451	-0.8190069	-0.09002209	-0.7163162	-0.6031542	0.09002209	0.09180832
PRO0461	1.7585359	3.298759	0.46413088	-0.32347584	-0.90752697	-0.7447429	0.041430473	-0.041430473
PRO0471	2.0005403	3.1995091	-0.3121462	-0.23870993	-0.6989908	-0.25379705	0.28627348	0.2387104
PRO0611	1.9547596	3.3103933	-0.18315792	-0.20067167	-0.7165837	-0.5869913	0.2321868	0.18315792
PRO0628	1.6316338	2.9826217	0.074216366	-0.36996555	-0.9769316	-0.83839417	-0.074216366	0.31940317
PRO1596	1.9611125	3.5392241	-0.80763435	-0.1616993	-0.71563435	-0.54035854	0.24562168	0.16169882
PRO1768	1.9389906	3.4122405	-0.81824875	-0.15747547	-0.60190296	-0.54775906	0.22084045	0.15747595
PRO2012	2.0112228	3.363112	-0.6521883	-0.17167473	-0.58364487	-0.37199974	0.22297573	0.17167425
PRO2214	1.9555964	3.4229145	-0.77775335	-0.14190054	-0.73789835	-0.6078148	0.2514844	0.14190054
PRO2852	-1.2199485	0.8827865	1.0489223	0.18619704	0.63767457	-0.18619704	-0.49323535	-0.61151814
PROC	-0.9316752	0.15408254	1.26422	0.11625552	-0.9784591	-1.219331	-0.047994375	0.047994375
PROCA1	2.6955378	1.5283015	0.031988382	0.7285106	-0.8393252	-0.031988382	-1.3646381	-1.4215024
PROCR	1.4511139	-1.9879858	-1.4054916	-1.0034006	0.9705069	0.87168145	-0.87168145	1.8180029
PRODH	-2.0181758	-0.8054607	-1.2804182	-0.26193833	0.26193833	0.9588454	1.2944949	1.8002384
PRODH2	1.9496002	3.503901	-0.14425421	-0.15611172	-0.23029709	-0.47180748	0.18712902	0.14425373
PROK1	1.9545226	3.3066645	-0.8354564	-0.16023064	-0.6646619	-0.48607635	0.195158	0.16023064
PROK2	1.5460038	2.983574	-1.1499515	0.19411135	-0.19411135	-0.94092417	1.8488312	-0.24458838
PROKR1	1.9297776	3.291552	-0.76734066	-0.13474083	-0.7011013	-0.5591526	0.17129087	0.13474083
PROKR2	1.2351546	2.628734	0.8615203	0.48867702	-0.6347952	-0.9568491	-0.48867702	-0.5758791
PROL1	1.8976231	3.212545	-0.7922549	-0.07969952	-0.708488	-0.6288843	0.07969904	0.084127426
PROM1	3.0338702	0.5360613	3.3902984	2.5844798	-3.4599833	-3.3107004	-0.5360613	-2.626902
PROM2	-0.29375792	-3.8603888	-0.97021055	2.8887324	0.22483873	0.8554826	0.741765	-0.22483873
PROP1	-0.15063739	1.1567991	0.15063739	0.23397326	-2.194373	0.720175	-1.6833322	-0.41916347
PROS1	1.7985249	-0.5520234	0.045381546	-1.4576693	-1.7241416	-0.045381546	1.1528621	0.805387
ProSAPiP1	1.174962	-0.4896512	1.4189749	1.2853079	-1.3749442	-1.3328505	-0.7937522	0.4896512
PROSC	0.1804955	-0.15974069	0.043427706	0.22421575	0.08766103	-0.35494494	-0.043427706	-1.009774
PROX1	1.0360563	2.179797	2.5608637	1.128463	-1.9189355	-1.7516911	-1.0360563	-1.0868523
PROX2	1.9230652	3.185402	-0.87121916	-0.18539381	-0.7049289	-0.6104703	0.28747702	0.18539381
PROZ	1.9316974	3.4988098	-0.82724905	-0.18348932	-0.70267725	-0.4861083	0.18348932	0.26898336
PRPF18	0.024938583	0.2539506	-0.26874447	0.38257313	-0.024938583	-0.091231346	-0.4426818	0.32011986
PRPF19	-0.18005466	1.1432376	-0.69279575	0.65050983	0.4714775	0.18005466	-0.60148954	-0.31325722
PRPF3	-2.2106323	-0.23284292	-0.023771286	0.023771286	0.30062962	0.28813267	-0.10122728	0.24135542
PRPF31	-1.1711407	0.3948512	-0.7493658	-0.18736649	0.9250164	0.6829405	-0.64702845	0.18736649
PRPF38A	-0.059785366	0.12734652	0.19374418	0.9350686	0.059785366	-0.6232543	-0.34079933	-0.29515314
PRPF38B	-0.8292997	0.16583085	0.6769235	0.05314803	-0.05314803	-0.5947573	-0.08461547	0.48622823
PRPF39	-0.49532795	2.6889386	1.1880422	1.8263087	0.18681335	-0.18681335	-1.2074862	-0.27732515
PRPF4	-1.1282673	1.0860419	-0.2266531	-0.013920784	0.013920784	-0.2363224	0.65527487	1.6304512
PRPF40A	-0.6492691	0.8670926	0.060845375	0.94506454	-0.060845375	-0.3389969	-0.30472898	0.3802929
PRPF40B	-1.4516127	-0.05998969	-0.10834336	0.14025664	0.9831674	1.178046	-0.92585063	0.05998969
PRPF4B	-1.658699	1.2438974	1.0806136	1.053369	0.28758574	-0.79472494	-0.8947177	-0.28758574
PRPF6	-0.10236192	-0.20953155	-0.31724095	-0.16571736	0.7183063	0.46718478	0.10236192	0.7110622
PRPF8	-0.27802896	-1.1778417	0.13383722	-0.15218496	0.20182657	-0.13383722	0.86303043	1.5630689
PRPH	2.4098015	0.022578716	-2.3055115	-0.9760585	-0.022578716	0.96912193	-0.3685565	1.279212
PRPH2	3.8747907	4.2799764	-1.0242	-0.41312504	-0.28930998	0.14382553	0.30413198	-0.14382601
PRPS1	0.013931751	1.0841103	-1.8081346	-0.9839463	0.793097	0.4026847	-1.2733316	-0.013931751
PRPS1L1	-0.8332839	1.0611763	-0.63214254	-0.027296066	0.9419465	1.2880802	-0.98437643	0.027296066
PRPS2	-1.0941846	-0.07669473	0.07669473	0.33119988	0.70468163	0.779814	-0.71517015	-0.34625697
PRPSAP1	-0.91536045	-1.4118013	0.16042042	0.11056614	-0.7051954	-0.11056614	0.42922354	1.0358543
PRPSAP2	-0.16784668	1.372417	-0.21426868	-0.58211803	0.058327675	-0.058327675	0.1508689	1.1588192
PRR11	-2.171521	0.44098926	-0.40155578	0.04451585	0.4581964	0.59057736	-0.37271476	-0.04451585
PRR12	-0.608248	-0.43167186	-0.21190143	-0.4861257	1.0612833	0.87503934	0.21190143	0.8215859
PRR13	0.65442944	0.62188387	0.34010792	0.47397518	-0.34010792	-0.51592827	-1.0667644	-1.5084229
PRR14	-0.78435326	1.4536791	0.81256247	0.93295336	-0.122092724	0.122092724	-0.27849388	-0.2873044
PRR15	0.2049923	-0.605639	2.2955227	1.3683786	-0.48291874	-0.21401978	-0.2049923	1.0888033
PRR16	1.5971341	6.790197	-1.1689839	-0.5198517	1.8554783	0.12266779	-0.12266827	-0.19047928
PRR18	1.7729301	3.309742	-0.9344287	-0.25041056	-0.17216444	0.17242002	0.016668797	-0.016668797
PRR19	-0.5444584	0.8336148	-0.53743887	-0.8932295	0.23785353	-0.23785353	1.4288745	2.2549415
PRR20B	1.7309899	3.1297784	0.7705636	-0.33843327	-0.8892288	-0.74221754	0.014663219	-0.014662743
PRR21	-0.8056364	0.59104776	-1.7323103	-1.8785391	-0.14644814	0.8673582	0.14644814	0.6570983
PRR22	1.0602038	1.9904954	0.42368484	2.0068362	-2.000882	-1.8491628	-0.42368484	-1.1115248
PRR23A	1.9073248	3.2630267	-0.7710991	-0.12476063	-0.72873974	-0.5966377	0.17243338	0.12476015
PRR23B	1.213172	2.4657474	-0.47401476	-0.34171772	-1.0070553	0.34171772	0.48138142	-0.5633044
PRR23C	1.9504914	3.5676026	-0.78706217	-0.15272808	-0.71579075	-0.53145885	0.23624802	0.15272808
PRR24	-0.08467364	-1.2022746	-0.6005657	-0.6734865	0.7660849	1.0864718	0.08467364	0.2523787
PRR25	-0.17216563	0.95818114	-0.131253	-1.046417	-0.37519717	0.3305447	0.131253	0.30407548
PRR3	-0.5401819	0.4264958	-0.8214171	-0.14011931	0.9601877	-0.5636661	0.14011931	0.75258565
PRR4	7.083243	0.061840057	0.15410852	-0.061840057	-0.23580503	-0.91069317	9.255117	-0.22326565
PRR5	0.16186237	-0.16186237	-0.23444748	0.26804733	-0.46653843	-0.37318563	0.7311702	1.7175064
PRR5-ARHGAP8	-1.0542274	-1.2139583	1.7468834	1.651598	-0.23480272	0.17026901	-0.17026901	0.33139133
PRR5L	-0.8641045	0.16845107	1.5752366	-0.16845107	1.528065	0.96366954	-1.258508	-1.4921715
PRR7	-1.6790435	-0.001931906	-1.0487177	0.36188006	0.51152015	0.001931906	-1.963742	0.2691114
PRRC1	-0.357697	-1.1463947	0.034609318	-0.034609318	0.545506	0.89007616	-0.041618347	0.2998433
PRRG1	-0.03696513	0.03696513	1.3573573	0.50241446	-0.14598346	0.22767472	-1.227411	-3.1786964
PRRG2	-1.1325316	0.033712864	-0.21975088	-0.033712864	0.06945467	0.38982534	0.9729514	-0.07130718
PRRG3	-0.49275422	1.0859292	-1.0807116	-2.6066768	0.81829953	1.3805187	-0.6494143	0.49275422
PRRG4	-3.1087842	-1.2944851	-0.7161546	-0.5936761	0.5936761	1.2712846	0.89124584	0.6359744
PRRT1	-0.5939858	0.51051164	-0.7906401	-1.5219095	0.11539674	-0.11539674	0.14295888	1.0752232
PRRT2	1.3160195	1.7951446	-1.791964	2.540183	0.29242754	-0.29242778	-1.2675896	-1.6758771
PRRT3	0.25701237	2.615744	-0.42296696	0.036226273	-0.5876398	-0.036226273	1.5052457	-0.45795155
PRRT4	0.87993	2.409164	-1.0445428	-1.2052579	0.1894145	1.2866764	-0.18941498	-0.934989
PRRX1	1.6974785	-0.6338837	-1.1236374	0.6338837	3.3786604	-4.459959	2.1510227	-0.78003526
PRRX2	-0.7551608	-0.085580826	-4.147242	-3.474749	2.1458116	0.085580826	2.4263172	3.2526078
PRSS1	1.4577951	2.277742	-0.10756874	0.10756874	-1.5207634	-1.5439544	0.23283577	-0.8414812
PRSS12	-0.5729544	0.85034347	1.3953049	1.1173961	-0.07104325	0.07104325	-1.0934522	-2.3924782
PRSS16	-0.6837106	-1.109848	0.21923256	-0.40334797	1.8199434	1.5848789	-0.21923256	0.42118454
PRSS2	1.7530427	-3.4155164	1.657393	1.9155316	-5.395929	-4.3735003	1.7908049	-1.657393
PRSS21	2.728279	2.6367984	-1.1352634	-0.4695444	-0.2823558	-1.0997138	2.0160341	0.2823553
PRSS22	-2.4243479	-3.0376415	0.8828635	0.8706546	-0.97838736	-0.4857869	2.31703	0.4857869
PRSS23	1.4796529	-3.3711414	2.0266395	1.6063046	-0.015015125	0.015015125	-1.4885292	-0.5773988
PRSS27	0.7735195	2.1887307	-1.0533514	-1.0940843	-0.7735195	3.7480593	9.249054	-1.0023069
PRSS3	1.3111987	-2.8732796	1.9522576	1.5689435	-6.0297446	-5.6935244	2.3823662	-1.3111987
PRSS33	1.5391655	2.9595542	-1.3008232	0.00319624	-1.1333761	-0.92571735	-0.003196716	0.31765175
PRSS35	1.7628522	3.455009	0.024348736	-0.3108387	-0.8660431	-0.36045742	1.0557866	-0.024349213
PRSS36	-1.2807705	0.007386446	3.3796027	4.3573866	-1.7854221	-1.7029312	-0.007386446	0.9521868
PRSS37	1.9494319	3.1803656	-0.87991285	-0.24322748	-0.70500517	-0.63898325	0.31794405	0.24322748
PRSS38	0.9790478	2.2144837	-1.1216154	-1.1495066	-0.35114336	0.06989026	-0.0698905	1.4422193
PRSS7	2.2282143	3.3531852	-0.82579994	-0.15951061	-0.70048237	-0.55561256	0.22790718	0.15951014
PRSS8	0.99227047	-7.0810924	0.9084282	1.3122044	-0.28302193	0.084796906	-0.08479643	-1.377799
PRSSL1	1.9056087	3.2436442	-0.7926922	-0.25714493	-0.7043476	-0.63246775	0.30422592	0.2571454
PRTFDC1	0.40894628	-0.5750816	1.3683956	1.1580112	-1.0439265	-0.40894628	-2.0467336	1.2661812
PRTG	3.03682	5.088337	-0.7975197	-0.15099859	-0.69989634	-0.56939125	0.29402637	0.15099907
PRTN3	0.7008724	2.2216916	-0.57713985	-0.5069151	0.021588326	-0.021588326	-0.0685606	0.3602066
PRUNE	-0.34728074	0.682812	-1.2650669	-1.8265707	-0.02440095	1.1311038	0.02440095	0.37421346
PRUNE2	1.670176	0.17016935	3.1045852	2.4792314	-0.17016935	-0.84818697	-2.8482661	-2.921927
PRX	1.9262018	3.37575	-0.81425524	-0.15205336	-0.7208147	-0.57197475	0.21533203	0.15205288
PRY2	1.6952734	3.1533923	-0.27559662	0.026558876	-0.9932976	-0.3800249	-0.026558876	0.06615639
PS1TP4	-0.06770635	-1.6242754	0.85685563	0.06770635	-0.9160435	-0.69468474	0.34723258	0.94207215
PSAP	0.77432036	-1.0735261	-0.005144358	-1.3141015	0.6267431	-0.16230798	0.005144358	0.30879283
PSAPL1	1.7606592	3.2735229	-1.0077896	-0.34749317	-0.8371897	2.0333085	0.024073124	-0.024072647
PSAT1	-1.6987057	0.77409315	0.022478104	-0.022478104	-0.2909689	0.3790121	-0.6096902	0.26743984
PSCA	-4.8938966	-3.4624295	0.9510665	0.55219793	-2.1082883	-0.55219793	4.900073	2.4929757
PSD	-0.5972805	0.850698	-1.2187386	-1.0372791	-0.19494152	0.46224022	0.4171033	0.19494152
PSD2	1.8426924	3.0545826	-1.045938	0.020576954	-0.7668195	-0.58888483	0.026497364	-0.020576954
PSD3	-0.011395216	-0.51861405	1.3819935	0.9611428	-1.8132732	-0.6828773	0.011395216	1.3185289
PSD4	-0.36511946	1.3180923	-0.15127993	-0.23052645	-0.31023836	0.15127993	0.5916767	0.35401297
PSEN1	-0.46673155	-1.2593708	0.029883862	-0.029883862	0.5271735	0.470181	0.43219852	-0.6240258
PSEN2	0.9242227	0.026138544	-0.34716916	-0.05962491	-0.026138544	0.4402778	0.06661725	-0.03969407
PSENEN	-1.1514883	0.045172215	-0.7613096	-0.84652996	0.31615353	0.53471375	-0.045172215	0.08328533
PSG1	1.9440551	3.450759	-0.810884	-0.14594221	-0.65923595	-0.41771078	0.18864918	0.14594221
PSG11	1.9475102	3.5585384	-0.30395746	-0.148458	-0.7174163	-0.53540134	0.23317766	0.148458
PSG2	2.3181205	3.4930372	-0.7755871	-0.1538105	-0.6638398	-0.44914246	0.19438982	0.1538105
PSG3	1.9123898	3.4173322	-0.7976594	-0.10684252	-0.6616783	-0.49098206	0.16290903	0.10684204
PSG5	1.8039527	3.1063075	-0.9998636	-0.38803005	0.042294502	-0.15351391	0.021185875	-0.021185875
PSG8	1.9355922	3.2814288	-0.6455612	-0.22263479	-0.16856384	-0.5971136	0.20976353	0.16856337
PSG9	1.9890761	3.415196	-0.8036251	-0.14813805	-0.6503453	-0.47091103	0.21708202	0.14813852
PSIMCT-1	1.6828971	2.9059463	-0.38307095	0.07739258	-0.9701791	-0.8970051	0.05535698	-0.05535698
PSIP1	1.3160067	1.923552	-0.5081978	0.32557678	0.451169	-1.0691404	-0.46327448	-0.32557678
psiTPTE22	-0.26619172	1.0931771	-2.373419	-1.560147	-0.25987077	0.43408084	0.25987077	0.27216077
PSKH1	-0.00165844	-1.9815941	-0.060585976	0.00165844	-1.0591154	0.50481606	0.4651227	0.3163452
PSKH2	0.9965272	2.4172854	-1.6981583	-0.8756089	0.23442125	-0.23442125	1.0537276	-0.7926779
PSMA1	-0.18357992	1.2165813	-0.20456266	0.18357992	0.49074793	0.21083212	-0.29945087	-0.35477877
PSMA2	-0.4247055	0.9272084	0.13081455	0.38906956	-0.13081455	-0.24045753	-0.62422705	0.16648293
PSMA3	-0.36512613	0.29180813	-0.1812787	0.092755795	0.86913157	0.62173605	-0.27362537	-0.092755795
PSMA4	-0.5418997	-0.927444	-0.030288696	0.49668026	0.33254433	0.083021164	-0.3185258	0.030288696
PSMA5	-0.5080614	0.21332121	-0.13860798	-0.046551704	0.3765316	0.046551704	-0.17627954	0.6224117
PSMA6	-0.22604942	0.88089514	-0.67987156	0.4723692	0.08998871	0.061008453	-0.6780181	-0.061008453
PSMA7	-0.48438025	0.25258446	-0.1234231	0.048253536	0.2816472	-0.048253536	-0.18566132	0.63511705
PSMA8	1.9426146	3.1813707	-0.8906121	-0.22707129	-0.70873404	-0.6462283	0.3378644	0.22707129
PSMB1	-0.18266535	0.47352505	-0.6053271	-0.083245754	0.083245754	0.43551302	-0.35351944	0.6815648
PSMB10	0.6869898	1.5282283	-0.33738136	0.2531519	1.0333729	-0.2531519	-0.88125944	-1.2572622
PSMB11	1.8516107	3.171639	-0.06090021	-0.29309082	-0.80124855	-0.4616995	0.06090021	1.1427345
PSMB2	-0.7796283	0.79485416	-0.45821238	-0.1455388	0.40271902	0.1455388	-0.23292828	0.73898935
PSMB3	-0.40436363	1.5103288	-0.8791714	0.1984129	-0.031912804	0.031912804	-0.32848597	0.94199467
PSMB4	-0.26856565	0.6100702	-0.70989656	0.0448308	0.06587744	0.6498437	-0.4735794	-0.0448308
PSMB5	-0.48285007	-0.24711275	-0.42413902	-0.2923231	0.81840897	0.94596004	0.24711275	1.165988
PSMB6	-0.5550833	0.79671144	-0.6343193	-0.08129883	-0.05671215	0.05671215	0.17341661	0.5967655
PSMB7	-0.34072208	1.8327031	-0.6805868	0.26636124	-0.03531456	-0.09526062	0.035314083	0.086922646
PSMB8	0.05381012	1.1207213	-0.05381012	-0.26909637	2.2613325	0.75803185	-0.720942	-1.8643875
PSMB9	1.1960359	2.2315865	-0.9141774	-0.84805155	3.2089467	0.84805155	-1.2775402	-2.6058002
PSMC1	-0.41010666	0.45978594	-0.58460236	0.032467842	0.6665745	0.56705666	-0.03246832	-0.30680656
PSMC2	-0.38466215	0.7232475	-0.09522009	0.09522009	-0.09941149	-0.12321043	0.3268795	1.0945144
PSMC3	-0.27424073	0.6331532	-0.41732717	-0.80539346	0.77529025	0.73165774	0.21427083	-0.21427083
PSMC3IP	-0.11623144	1.5045371	-0.45775557	-0.1622386	0.21797228	0.14586878	-0.71118784	0.11623144
PSMC4	-0.98969126	-0.10973549	-0.81912374	-1.03052	1.3195214	0.89970064	0.10973549	0.52301455
PSMC5	-0.3681898	-0.008405209	-0.24298763	-0.5290394	0.101016045	0.509717	0.008405209	0.0531168
PSMC6	-0.22209096	0.34462762	-0.13516259	-0.39106107	1.3302495	1.0783069	0.13516259	-0.23099256
PSMD1	-0.16066003	-0.11420226	0.14067912	0.56294703	0.11420226	0.18379664	-0.26346278	-0.27712274
PSMD10	-0.24562597	0.38119984	-0.57021	-0.7415414	1.2711768	1.0705438	-0.26901722	0.24562597
PSMD11	-2.0021293	0.26986194	-1.004895	-0.5653827	0.102953196	0.040133715	-0.040133715	1.2192872
PSMD12	-0.8820994	0.086886644	-0.69793344	-0.086886644	0.20055175	0.39456534	-0.47767138	0.20944381
PSMD13	-0.72520304	1.0979776	0.040593624	-0.040593624	0.2441659	0.46593618	-0.42091846	-0.48202848
PSMD14	-0.9385514	0.8364639	-0.41626215	-0.19218493	0.19218493	0.19720316	-0.4221611	0.49660158
PSMD2	-1.3173904	0.069900036	-0.64654446	-0.06990051	0.19826889	0.18499756	-0.67677927	0.070848465
PSMD3	-1.4863973	-0.1843338	-0.8273339	-0.50649214	0.2918067	0.47199965	0.1843338	1.5005746
PSMD4	-0.5408788	0.14762497	-0.46427584	0.16024351	-0.04702711	0.88907385	-0.22163486	0.04702711
PSMD5	-0.78316784	-0.15366745	-0.4638524	-0.053522587	0.053522587	0.14270735	0.15249586	0.24159956
PSMD6	-0.37264848	1.3896887	0.33071017	0.26304126	-0.35419297	0.023292303	-0.023292303	-0.04004693
PSMD7	-0.33779526	-0.15770006	-0.38880253	-0.08109188	0.12104797	0.42256165	0.08109236	0.4881277
PSMD8	-0.8119297	0.051763058	-1.0247478	-0.6169338	0.81682396	0.63911057	0.022136211	-0.022135735
PSMD9	-0.53134894	1.0740201	-0.7622926	-0.39156413	0.25155568	0.2926762	-0.08419728	0.08419728
PSME1	-0.29266763	0.357795	0.023015738	-0.28685498	0.72709537	0.27750754	-0.023015738	-0.0866406
PSME2	0.6480255	1.8543568	-0.4430561	0.056815147	0.8279991	-0.056815147	-0.31414747	-0.57221985
PSME3	-1.3699036	-0.13990068	-0.7020836	-0.30449295	0.77997303	1.1140728	0.13990068	0.92536545
PSME4	-0.49304962	-0.042249203	-0.03364992	0.3029399	0.03364992	0.33560896	-0.37079287	1.2026706
PSMF1	-0.14103198	-0.36772704	-0.48575473	-0.82072616	0.9399245	0.8442538	0.14103198	0.6834061
PSMG1	-0.107574224	0.107574224	0.9559119	1.4466288	-0.11018062	0.30036378	-0.22603059	-0.47257304
PSMG2	-0.4549272	-0.08220887	-0.1261785	0.011893511	0.27185845	0.0362494	-0.011893511	0.5060284
PSMG3	-0.8278656	0.6253114	0.34159184	0.9378967	-0.38819408	-0.34159184	-0.8280158	0.48000717
PSMG4	-0.4912789	-0.014426947	-0.7080195	0.49160552	0.1287458	0.014426947	-1.0874355	0.36454463
PSORS1C1	-1.1245556	-2.0761352	1.8272772	1.1245556	1.4973974	2.2509289	-1.6246862	-1.4247708
PSORS1C2	-0.028634071	1.2904897	-2.29771	-1.5054979	-0.13184023	2.0095172	2.062714	0.028634071
PSORS1C3	1.6712213	4.2263536	0.9125624	2.2772365	-1.8926425	-1.797667	-0.9125624	-0.9680824
PSPC1	0.021499872	2.084617	0.28383327	1.0500944	-0.3656714	-0.17692685	-0.021499872	-0.10768533
PSPH	-3.9269953	-2.867138	0.040840626	0.44061518	-0.040840626	0.1974616	-1.4723759	0.2822652
PSPN	-0.8200531	0.6135812	0.06596041	-0.017153263	-0.21239233	0.118113995	-0.12943554	0.017153263
PSRC1	-2.2452412	-0.47528458	0.35026073	1.4147806	0.04573679	-0.5325947	-0.04573679	0.6954975
PSTK	-0.043787718	0.20931888	0.07064843	0.15358233	-0.0318048	0.0318048	-0.4840114	-0.049117327
PSTPIP1	-0.014928341	2.0772877	-0.6820102	-0.10354757	-0.14474916	0.014928341	0.14250088	0.20281458
PSTPIP2	1.6570828	0.6042149	1.0438225	0.31310296	-0.5542438	-0.31310296	-1.8110695	-2.9159095
PTAFR	-0.25322485	1.1873531	-1.1227794	-0.9625945	-0.3096547	0.25322485	0.34006023	0.32251406
PTAR1	0.72818804	0.5535588	0.33629084	0.6853156	-0.67071915	-0.5115986	-0.33629084	-0.9971261
PTBP1	-0.7574489	-0.5818336	-0.2660029	-0.56422544	0.6367347	0.46655154	0.2660029	0.7744901
PTBP2	0.41805458	1.8395419	0.44745064	1.3074627	-0.41805458	-0.864851	-3.1410794	-1.5512657
PTCD1	-0.7688315	0.14602685	0.2325542	0.7994888	-0.2932408	-0.14602685	-0.2393415	0.45553184
PTCD2	1.7426305	2.916089	-0.07443762	-0.4213395	1.6528606	-0.6131911	-0.058352947	0.058352947
PTCD3	-0.21199346	1.1099069	0.3721745	0.21199346	-0.417351	-0.7537687	-0.57345176	0.24591947
PTCH1	0.074073315	0.9569583	0.3843484	-0.074073315	-1.7783842	-2.3023138	-1.4684901	0.74265766
PTCH2	-1.1531441	0.15582442	-0.48381114	-1.0806978	-0.15582442	0.3009317	0.25271487	0.34442067
PTCHD1	1.8857417	3.410026	-0.21029711	-0.112485886	-0.70863914	-0.51512146	0.13806629	0.11248541
PTCHD2	2.007906	3.2436347	-0.7936063	-0.13912582	-0.6477661	-0.5198307	0.2089777	0.1391263
PTCHD3	1.9654365	3.5272665	-0.7983861	-0.14910173	-0.6524725	-0.40955782	0.2016263	0.14910173
PTCRA	1.9917955	2.933187	-1.2458515	-0.599576	0.33071613	-1.0587373	0.75295734	-0.33071613
PTDSS1	-0.9886656	0.016103268	-1.034482	-0.30642414	-0.016103745	0.059261322	0.034120083	1.2164259
PTDSS2	-0.03386593	0.85252905	0.26757717	0.99608135	0.03386593	-0.636817	-0.25332403	-1.5373449
PTEN	-0.059132576	-0.5346513	0.19586849	0.2824974	0.20813465	0.059132576	-0.34451056	-0.7089224
PTER	-1.2500896	0.008384705	0.94854784	1.2434573	-0.008384705	-0.70679426	-0.7519622	0.21751785
PTF1A	1.9091005	3.41003	-0.79911804	-0.14217758	-0.6965122	-0.5025544	0.18051338	0.14217758
PTGDR	0.42966676	1.8443134	0.086232424	0.58912015	-0.63615155	-0.086232424	-0.42643714	-0.72429633
PTGDS	6.755063	-0.90070105	0.7501421	-0.14104366	0.14104366	-1.829853	3.9555383	-1.4634275
PTGER1	4.4350247	2.680562	0.31238174	-0.31238174	-0.84041643	-1.1015329	1.2600355	-0.47081518
PTGER2	2.9027216	0.4463756	1.0472968	1.6155617	-0.4463756	-1.3488395	-2.7492387	-2.7738883
PTGER3	0.7785468	2.009955	0.25189972	-1.297431	0.36371565	-0.25189948	-0.9333515	-1.228095
PTGER4	1.9145267	-2.5079944	2.031762	1.5124319	0.6929538	-0.6929538	-0.9944074	-1.9101789
PTGES	-1.3513966	0.13354063	-4.111287	-2.530365	1.6918592	0.61549187	-0.13354063	0.35022783
PTGES2	-0.714725	-0.5980468	0.5000205	-0.27191782	-0.09356165	0.09356165	0.4974146	0.9350505
PTGES3	-0.7562008	0.31868315	-0.23438263	0.7710991	0.60197926	-0.083683014	-0.5332799	0.083683014
PTGFR	3.0525484	3.0165067	-0.8603687	-0.4644308	-0.19807243	-0.10472965	0.8498409	0.10473013
PTGFRN	-0.8956218	-1.6718545	0.12213278	0.11530352	-0.05817938	0.05817938	-0.34963226	0.40485048
PTGIR	3.4199333	4.2688518	-1.6861973	-1.0249367	0.75366735	-1.3215504	1.6739993	-0.7536669
PTGIS	3.9404824	1.5467145	-2.637923	-1.9688652	1.2778771	-1.2778771	2.181227	-1.6598346
PTGR1	0.2533617	-3.5488977	-0.051074028	-0.7133379	0.044952393	-0.044952393	1.9227386	3.5850048
PTGR2	0.45953846	-0.22692204	1.4229026	0.3453169	-0.43853998	-0.25549364	-0.9277873	0.22692204
PTGS1	1.4986613	-0.7094815	-2.9176104	-2.9028356	2.6329367	3.6854193	0.7094815	-4.0857496
PTGS2	0.8972986	2.262058	-1.3948758	-1.2360165	3.8388283	2.2568333	-0.8977525	-0.8972986
PTH	2.0553508	3.524756	-0.7647109	-0.14694118	-0.67911434	-0.46661186	0.19252872	0.14694118
PTH1R	-0.7598653	0.6898837	1.6472073	-0.09056759	-3.3666625	0.80024815	-2.4959803	0.09056759
PTH2	-1.194109	0.051078796	-0.8448992	-0.84626293	-0.051078796	0.7048917	1.1196141	0.8450203
PTH2R	1.912642	3.4440928	-0.80121946	-0.14988089	-0.7023258	-0.5138211	0.37681055	0.14988089
PTHLH	-1.9115825	-0.622221	-2.6390424	-2.7466164	5.551891	5.013556	0.622221	1.936337
PTK2	-0.48821568	-2.2727692	0.15344548	-0.4524076	0.80623937	0.31518865	-0.15344548	0.8844998
PTK2B	0.47975254	2.16511	-0.20892715	-0.24683762	0.59153366	-0.0503788	-0.0904088	0.0503788
PTK6	-1.0192006	-1.3428762	1.5293977	1.609577	-1.3063757	0.4933355	3.1822627	-0.4933355
PTK7	0.21261191	-0.6034591	-1.1858981	-2.0221694	1.8544052	0.9237468	-0.21261191	0.64840674
PTMA	-0.1795969	1.099318	0.25012302	1.216176	-0.091778755	-0.57739353	-0.10072851	0.091778755
PTMS	0.7075157	0.89784	-0.9176798	-1.6095505	-0.29138947	0.117528915	-0.11752939	0.13510513
PTN	1.003741	-1.3244874	-5.314128	-4.780347	-0.761153	0.761153	3.2670205	2.209668
